Initial_check,Initials_data_extraction,TMF_ID,FW_ID,Study_ID,PFAS_ID,Sample_type,Sample_type_comment,Biomass_conversion,Biomass_conversion_comment,Regression_type,Regression_type_comment,Conc_determ_method,Conc_determ_method_comment,Undetected_strategy_LOD,Undetected_strategy_LOQ,Censored_data_strategy,TMF_formula,TMF,TMF_lower_95CI,TMF_upper_95CI,TMF_se,TMS,TMS_lower_95CI,TMS_upper_95CI,TMS_se,TMS_calculated,TMS_se_calculated,n_samples,n_obs,n_obs_comment,tau/rho,intercept,pvalue,pvalue_adj,r,TMS_comment
,LR,TMF_603,FW_068,S_034,PFDoDA,specific tissues and whole-organisms,"Whole plankton, soft tissue of Dreissena, whole fish Roach",no,na,Linear regression,na,dry weight concentrations (dw),na,not provided,the limit value divided by two,,e^slope,1.9,1.3,2.9,na,na,na,na,na,na,na,15,,,na,na,0.0037,0.0037,na,Data extracted from Table 2.
,LR,TMF_604,FW_068,S_034,l-PFOS,specific tissues and whole-organisms,"Whole plankton, soft tissue of Dreissena, whole fish Roach",no,na,Linear regression,na,wet weight concentrations (ww),See Table F4.,not provided,the limit value divided by two,,e^slope,5.4,2.6,11.3,na,na,na,na,na,na,na,15,,,na,na,0.0003,0.0003,na,Data extracted from Table F4.
,LR,TMF_605,FW_068,S_034,PFDoDA,specific tissues and whole-organisms,"Whole plankton, soft tissue of Dreissena, whole fish Roach",no,na,Linear regression,na,wet weight concentrations (ww),See Table F4.,not provided,the limit value divided by two,,e^slope,3.5,2.2,5.7,na,na,na,na,na,na,na,15,,,na,na,0.0001,0.0001,na,Data extracted from Table F4.
,LR,TMF_606,FW_068,S_034,l-PFOS,specific tissues and whole-organisms,"Whole plankton, soft tissue of Dreissena, whole fish Roach",no,na,Linear regression,na,lipid equivalent corrected concentrations (lw),See Table F4.,not provided,the limit value divided by two,,e^slope,2.6,1.6,4.2,na,na,na,na,na,na,na,15,,,na,na,0.0012,0.0012,na,Data extracted from Table F4.
,LR,TMF_607,FW_068,S_034,PFDoDA,specific tissues and whole-organisms,"Whole plankton, soft tissue of Dreissena, whole fish Roach",no,na,Linear regression,na,lipid equivalent corrected concentrations (lw),See Table F4.,not provided,the limit value divided by two,,e^slope,1.7,1.2,2.3,na,na,na,na,na,na,na,15,,,na,na,0.0071,0.0071,na,Data extracted from Table F4.
,LR,TMF_608,FW_068,S_034,l-PFOS,specific tissues and whole-organisms,"Whole plankton, soft tissue of Dreissena, whole fish Roach",no,na,Linear regression,na,protein equivalent corrected concentrations (pw),See Table F4.,not provided,the limit value divided by two,,e^slope,5.9,2.7,12.7,na,na,na,na,na,na,na,15,,,na,na,0.0003,0.0003,na,Data extracted from Table F4.
,LR,TMF_609,FW_068,S_034,PFDoDA,specific tissues and whole-organisms,"Whole plankton, soft tissue of Dreissena, whole fish Roach",no,na,Linear regression,na,protein equivalent corrected concentrations (pw),See Table F4.,not provided,the limit value divided by two,,e^slope,3.8,2.3,6.4,na,na,na,na,na,na,na,15,,,na,na,0.0001,0.0001,na,Data extracted from Table F4.
,LR,TMF_610,FW_069,S_035,PFHxS,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,0.61,na,na,0.27,na,na,28,,,na,na,na,na,na,Data extracted from Table 1.
,LR,TMF_611,FW_069,S_035,PFOS,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,0.57,na,na,0.19,na,na,28,,,na,na,na,na,na,Data extracted from Table 1.
,LR,TMF_612,FW_069,S_035,PFOA,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,-0.14,na,na,0.55,na,na,28,,,na,na,na,na,na,Data extracted from Table 1.
,LR,TMF_613,FW_069,S_035,PFNA,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,0.81,na,na,0.38,na,na,28,,,na,na,na,na,na,Data extracted from Table 1.
,LR,TMF_614,FW_069,S_035,PFDA,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,0.65,na,na,0.23,na,na,28,,,na,na,na,na,na,Data extracted from Table 1.
,LR,TMF_615,FW_069,S_035,PFUnDA,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,0.8,na,na,0.34,na,na,28,,,na,na,na,na,na,Data extracted from Table 1.
,LR,TMF_616,FW_069,S_035,PFDoDA,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,0.63,na,na,0.2,na,na,28,,,na,na,na,na,na,Data extracted from Table 1.
,LR,TMF_617,FW_069,S_035,PFTrDA,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,0.57,na,na,0.22,na,na,28,,,na,na,na,na,na,Data extracted from Table 1.
,LR,TMF_618,FW_069,S_035,PFTeDA,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,0.24,na,na,0.14,na,na,28,,,na,na,na,na,na,Data extracted from Table 1.
,LR,TMF_619,FW_070,S_035,PFHxS,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,0.46,na,na,0.18,na,na,21,,,na,na,na,na,na,Data extracted from Table 1.
,LR,TMF_620,FW_070,S_035,PFOS,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,0.55,na,na,0.21,na,na,21,,,na,na,na,na,na,Data extracted from Table 1.
,LR,TMF_621,FW_070,S_035,PFOA,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,-0.086,na,na,0.6,na,na,21,,,na,na,na,na,na,Data extracted from Table 1.
,LR,TMF_622,FW_070,S_035,PFNA,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,0.84,na,na,0.41,na,na,21,,,na,na,na,na,na,Data extracted from Table 1.
,LR,TMF_623,FW_070,S_035,PFDA,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,0.63,na,na,0.26,na,na,21,,,na,na,na,na,na,Data extracted from Table 1.
,LR,TMF_624,FW_070,S_035,PFUnDA,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,0.8,na,na,0.37,na,na,21,,,na,na,na,na,na,Data extracted from Table 1.
,LR,TMF_625,FW_070,S_035,PFDoDA,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,0.61,na,na,0.22,na,na,21,,,na,na,na,na,na,Data extracted from Table 1.
,LR,TMF_626,FW_070,S_035,PFTrDA,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,0.58,na,na,0.24,na,na,21,,,na,na,na,na,na,Data extracted from Table 1.
,LR,TMF_627,FW_070,S_035,PFTeDA,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,0.29,na,na,0.14,na,na,21,,,na,na,na,na,na,Data extracted from Table 1.
,LR,TMF_628,FW_071,S_035,PFHxS,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,na,na,na,na,0.2696,0.2946,30,,,na,na,na,na,na,Raw data extracted from Figure S5.
,LR,TMF_629,FW_071,S_035,PFOS,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,na,na,na,na,0.593,0.1419,30,,,na,na,na,na,na,Raw data extracted from Figure S5.
,LR,TMF_630,FW_071,S_035,PFOA,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,na,na,na,na,1.0531,0.2919,30,,,na,na,na,na,na,Raw data extracted from Figure S5.
,LR,TMF_631,FW_071,S_035,PFNA,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,na,na,na,na,0.5376,0.1239,30,,,na,na,na,na,na,Raw data extracted from Figure S5.
,LR,TMF_632,FW_071,S_035,PFDA,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,na,na,na,na,0.9916,0.1637,30,,,na,na,na,na,na,Raw data extracted from Figure S5.
,LR,TMF_633,FW_071,S_035,PFUnDA,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,na,na,na,na,0.58765,0.06948,30,,,na,na,na,na,na,Raw data extracted from Figure S5.
,LR,TMF_634,FW_071,S_035,PFDoDA,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,na,na,na,na,0.5876,0.164,30,,,na,na,na,na,na,Raw data extracted from Figure S5.
,LR,TMF_635,FW_071,S_035,PFTrDA,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,na,na,na,na,0.6213,0.1571,30,,,na,na,na,na,na,Raw data extracted from Figure S5.
,LR,TMF_636,FW_071,S_035,PFTeDA,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,na,na,na,na,0.4425,0.08888,30,,,na,na,na,na,na,Raw data extracted from Figure S5.
,LR,TMF_637,FW_072,S_035,PFHxS,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,0.34,na,na,0.14,na,na,25,,,na,na,na,na,na,Data extracted from Table 1.
,LR,TMF_638,FW_072,S_035,PFOS,whole-organisms only,na,no,na,Linear regression,na,wet weight concentrations (ww),na,random numbers between 0 and the limit,"""the PFAS and/or FA values below the respective MDL values were replaced by a random value between 0 and the MDL for the quantification of PFAS biomagnification""",,10^slope,na,na,na,na,0.65,na,na,0.11,na,na,25,,,na,na,na,na,na,Data extracted from Table 1.
